ds,y,yhat,yhat_lower,yhat_upper,adjusted_y,adjusted_y_lower,adjusted_y_upper,p_value_adj,p_value
2015-01-02 14:00:00,15816.0,16862.185204363108,14788.765713939667,18805.35622435664,16861.642964487335,14788.223474063894,18804.81398448087,0.500142325083591,0.25219410145430626
2015-01-02 15:00:00,15563.0,16840.984265289117,14973.959184731337,18666.115648376996,16841.057530760787,14974.032450203007,18666.188913848666,0.4999808984034742,0.18749113766800657
2015-01-02 16:00:00,15400.0,16777.6316372033,14867.238777412254,18654.028129506856,16777.400800262425,14867.00794047138,18653.79729256598,0.5000607503838219,0.17555062761887802
2015-01-02 17:00:00,15607.0,16758.3156620578,14841.450728154554,18709.06316267336,16757.351627426448,14840.486693523202,18708.099128042006,0.5002532233443241,0.22273536087932633
2015-01-02 18:00:00,16460.0,16853.443402783043,14844.168939094108,18800.923526252616,16853.20729572082,14843.932832031884,18800.68741919039,0.500062075213532,0.3994139035065395
2015-01-02 19:00:00,16662.0,17024.3999492892,15091.653723761236,18944.26608047353,17024.684435466002,15091.938209938038,18944.550566650334,0.49992538476530896,0.4047384437275753
2015-01-02 20:00:00,16454.0,17113.59955690138,15246.684517534546,18993.922725890614,17113.359469880244,15246.44443051341,18993.68263886948,0.5000629230348853,0.32593541623987965
2015-01-02 21:00:00,16322.0,16938.279629945,15165.202455538829,18914.44892852661,16938.427487973917,15165.350313567747,18914.59678655553,0.499961482494701,0.33676502489079907
2015-01-02 22:00:00,16035.0,16414.431349312206,14599.29878663089,18325.43282083801,16413.385041435995,14598.252478754679,18324.3865129618,0.5002744684947187,0.3970461815506701
2015-01-02 23:00:00,15406.0,15611.380229985432,13761.224839847191,17572.321345199998,15611.897385207798,13761.741995069557,17572.838500422364,0.49986456467742596,0.4450705023514774
2015-01-03 00:00:00,14722.0,14701.838653806008,12681.824282855236,16685.155792681773,14700.73934112978,12680.724970179008,16684.056480005547,0.5002878927939913,0.5051494643861822
2015-01-03 01:00:00,14146.0,13862.515848864796,12009.873062507115,15943.033956394975,13862.184153124825,12009.541366767144,15942.702260655004,0.5000867921437607,0.5732822155694123
2015-01-03 02:00:00,13723.0,13211.043611807363,11322.767196514571,15189.231955744823,13211.551158184497,11323.274742891705,15189.739502121956,0.49986707230389743,0.6328378893874935
2015-01-03 03:00:00,13530.0,12812.94511592314,10758.140843737472,14771.385620776537,12813.212929943214,10758.408657757547,14771.653434796612,0.4999299040715813,0.6765076238520464
2015-01-03 04:00:00,13457.0,12716.563713026884,10799.921217229801,14780.255382736885,12715.968787079617,10799.326291282534,14779.660456789617,0.5001556070367531,0.6832469430582317
2015-01-03 05:00:00,13589.0,12952.911353795887,11003.090234836243,14945.505946740344,12952.067604968875,11002.246486009231,14944.662197913332,0.500220623111584,0.6603958086457956
2015-01-03 06:00:00,13918.0,13489.522435367258,11472.845814411443,15406.490376695558,13489.199127485283,11472.522506529467,15406.167068813582,0.500084726922684,0.6099502924816657
2015-01-03 07:00:00,14231.0,14193.472102811658,12311.29196015127,16230.824222172814,14193.071269792135,12310.891127131747,16230.423389153291,0.5001049629293014,0.5097893204117362
2015-01-03 08:00:00,14747.0,14864.726146351011,12895.5530488752,16733.490011152462,14864.205060530492,12895.03196305468,16732.968925331945,0.5001365966883036,0.46866685401449715
2015-01-03 09:00:00,15053.0,15335.733509947308,13350.97959464413,17283.62233192974,15335.676530881183,13350.922615578005,17283.565352863614,0.5000150125543156,0.4269001188448919
2015-01-03 10:00:00,15415.0,15561.567498070792,13658.63582431082,17500.25746075671,15561.247165737352,13658.31549197738,17499.937128423273,0.5000841367229213,0.46104999605163094
2015-01-03 11:00:00,15637.0,15622.627182289418,13653.525373430997,17589.136102667966,15622.603276511998,13653.501467653577,17589.112196890546,0.5000062489458492,0.503734217300214
2015-01-03 12:00:00,15701.0,15637.095540036502,13654.134059351101,17557.700857120257,15635.598300931906,13652.636820246506,17556.20361801566,0.5003927354589146,0.5167347132870923
2015-01-03 13:00:00,15476.0,15662.390679938586,13682.228609494561,17672.501203478845,15662.006278649513,13681.844208205488,17672.116802189772,0.5001003030763354,0.45235018524481474
2015-01-03 14:00:00,15334.0,15673.003304680531,13677.387552428418,17503.373379839537,15673.530433263742,13677.914681011629,17503.90050842275,0.49986152153177515,0.41017105618908745
2015-01-03 15:00:00,15152.0,15626.46380177063,13722.672658062907,17627.113949088143,15626.460115769534,13722.668972061812,17627.11026308705,0.5000009651220196,0.3777232958990527
2015-01-03 16:00:00,14958.0,15542.495871816143,13666.544666023847,17537.525480342407,15542.583648620259,13666.632442827962,17537.613257146524,0.499977000124503,0.3493729762443113
2015-01-03 17:00:00,15088.0,15507.71324523349,13649.435002667098,17158.187233556913,15508.405851472287,13650.127608905896,17158.87983979571,0.4998179608734727,0.37957556495651656
2015-01-03 18:00:00,15588.0,15592.922388794304,13697.806520492679,17634.60786010347,15593.10721476215,13697.991346460525,17634.792686071316,0.49995167016082487,0.49872147914314957
2015-01-03 19:00:00,15414.0,15759.876716973464,13850.721089073291,17734.07187794558,15759.403934257602,13850.24830635743,17733.599095229714,0.5001237512103296,0.40971164572732305
2015-01-03 20:00:00,15125.0,15851.322845792904,13980.134312102631,17851.200487640057,15851.209179000285,13980.020645310013,17851.08682084744,0.5000298795783694,0.3152896886051436
2015-01-03 21:00:00,14763.0,15684.789963012125,13755.575962206165,17423.260132525145,15684.62625535746,13755.4122545515,17423.09642487048,0.5000428757043908,0.259729893864472
2015-01-03 22:00:00,14251.0,15176.516172782545,13275.082885947524,17180.779435760818,15176.078819502807,13274.645532667786,17180.342082481082,0.5001145676423315,0.2718035045434375
2015-01-03 23:00:00,13740.0,14396.025156196054,12606.650264953178,16319.235847685395,14396.36941263274,12606.994521389863,16319.58010412208,0.4999099060288473,0.32530745422287916
2015-01-04 00:00:00,13009.0,13516.175245016657,11594.253722919408,15523.054092905582,13516.173554026736,11594.252031929487,15523.052401915662,0.5000004420221897,0.37036939208153286
2015-01-04 01:00:00,12538.0,12713.7664272118,10830.715780271765,14623.097503226285,12714.712249210093,10831.661602270058,14624.043325224578,0.4997525247618335,0.452719773620067
2015-01-04 02:00:00,12206.0,12106.463622614907,10122.29157455139,14215.812217519457,12107.114650950109,10122.942602886591,14216.463245854658,0.4998293892580381,0.5248473408522941
2015-01-04 03:00:00,11931.0,11759.76360810542,9871.706128687796,13660.612961862773,11759.328274864312,9871.270795446688,13660.177628621665,0.5001140601956237,0.5461092343490371
2015-01-04 04:00:00,11785.0,11721.922530173772,9779.88285095847,13743.875737739922,11721.411315475645,9779.371636260343,13743.364523041795,0.500133114208191,0.5162666136712906
2015-01-04 05:00:00,11704.0,12023.803653304592,10138.604407575762,13979.949269751532,12023.097153731112,10137.897908002282,13979.242770178053,0.500185232092401,0.4155128958746193
2015-01-04 06:00:00,11915.0,12632.731169388808,10669.313475849833,14598.701610410228,12632.981556948287,10669.563863409312,14598.951997969707,0.4999344528249397,0.3198317517711377
2015-01-04 07:00:00,12134.0,13415.509104028486,11381.331370684047,15465.964529710938,13415.476866916299,11381.29913357186,15465.93229259875,0.5000084412552539,0.21065643079939422
2015-01-04 08:00:00,12563.0,14171.772463643292,12242.191376641362,16160.560818147553,14171.444087719554,12241.863000717623,16160.232442223814,0.500086187918741,0.1463222119446803
2015-01-04 09:00:00,12990.0,14733.581633472386,12922.931595108306,16588.930121083897,14733.770326350737,12923.120287986658,16589.118813962246,0.49995019548350783,0.11141550444052001
2015-01-04 10:00:00,13283.0,15055.566100145872,12985.294789765889,16970.468872622176,15055.750676670214,12985.47936629023,16970.653449146517,0.4999516999891725,0.12713419854395297
2015-01-04 11:00:00,13452.0,15217.628980349717,13376.189126088277,17245.729241891702,15218.020942224994,13376.581087963554,17246.12120376698,0.49989717927567806,0.1210978946790579
2015-01-04 12:00:00,13570.0,15337.408860426285,13500.126931332077,17297.09951893943,15337.103777836066,13499.821848741858,17296.79443634921,0.5000797197037882,0.11642112934713161
2015-01-04 13:00:00,13806.0,15471.73526682658,13484.865605249006,17343.479888417893,15471.270277535277,13484.400615957704,17343.01489912659,0.5001228566809461,0.13426099179811146
2015-01-04 14:00:00,13886.0,15594.470877861428,13568.918053442352,17575.583557126105,15594.984359044465,13569.43153462539,17576.097038309144,0.49986545423758577,0.13721324695077075
2015-01-04 15:00:00,13913.0,15662.483820009405,13558.513468531868,17528.567492026163,15662.148243907808,13558.17789243027,17528.231915924567,0.5000880225098142,0.1293471253992402
2015-01-04 16:00:00,14025.0,15694.806906090162,13690.556779253926,17533.560789994146,15693.94867903586,13689.698552199625,17532.702562939845,0.5002251581537009,0.1327076541703956
2015-01-04 17:00:00,14472.0,15777.340308920831,13857.643441011092,17706.752262035126,15777.052647094228,13857.355779184489,17706.46460020852,0.5000757864286838,0.1923634431796739
2015-01-04 18:00:00,15476.0,15980.160510258736,14093.360619791756,18039.009847410736,15981.700706122872,14094.900815655892,18040.55004327487,0.4995973043409281,0.37164340908093596
2015-01-04 19:00:00,16027.0,16264.28097465025,14250.763701055928,18212.636708085978,16263.594948022012,14250.07767442769,18211.95068145774,0.500179956440563,0.43899919850665087
2015-01-04 20:00:00,15970.0,16471.705017948036,14500.369854138145,18538.060024541865,16472.00529004589,14500.670126235998,18538.36029663972,0.49992143727437766,0.3750606065695878
2015-01-04 21:00:00,15920.0,16419.22187438009,14424.703245107161,18360.7773858075,16419.677644536863,14425.159015263933,18361.233155964273,0.49988100692380777,0.37255851603425316
2015-01-04 22:00:00,15562.0,16022.339748500084,14198.623341261016,17951.5020956868,16022.89467506512,14199.178267826052,17952.057022251836,0.49985471066194265,0.37660931907658535
2015-01-04 23:00:00,15100.0,15349.869122179962,13385.308880835892,17299.477170008442,15349.396829355614,13384.836588011543,17299.004877184096,0.5001239799567075,0.43501473585639133
2015-01-05 00:00:00,14746.0,14573.978342592789,12604.739608889164,16550.089754854005,14573.526017075079,12604.287283371454,16549.637429336297,0.5001183639074147,0.5444908283145966
2015-01-05 01:00:00,14467.0,13870.806938769456,11839.571952765084,15791.548853737462,13870.775029725553,11839.540043721181,15791.51694469356,0.5000083418647825,0.6504991169484968
2015-01-05 02:00:00,14362.0,13357.394938720965,11444.079984843529,15247.865801973496,13357.218546458571,11443.903592581135,15247.689409711102,0.5000460929282629,0.7507756200576894
2015-01-05 03:00:00,14551.0,13098.655499890958,11195.4377664933,14989.70510842479,13097.728774872567,11194.511041474909,14988.7783834064,0.5002443022595068,0.8367252338180776
2015-01-05 04:00:00,14724.0,13142.307729675063,11164.221854957703,15114.771325660062,13141.64716900532,11163.56129428796,15114.110764990319,0.5001729775675392,0.8476005366978594
2015-01-05 05:00:00,15295.0,13518.729287803897,11657.005229581846,15515.879726366788,13518.790507154337,11657.066448932286,15515.940945717228,0.49998400501458146,0.8809634601665016
2015-01-05 06:00:00,16400.0,14194.814542836677,12283.637246572422,16093.893908375281,14194.235829700061,12283.058533435806,16093.315195238665,0.5001516576109688,0.9310153245508777
2015-01-05 07:00:00,18034.0,15036.997272647726,13077.026877711329,17065.526117802576,15036.8034472386,13076.833052302203,17065.33229239345,0.5000504933689327,0.9729443306878681
2015-01-05 08:00:00,19031.0,15844.60501209718,14029.179613993301,17815.749123327656,15844.80961504775,14029.384216943872,17815.953726278225,0.4999463018927607,0.984491287312405
2015-01-05 09:00:00,19120.0,16449.456024393996,14475.581004156604,18531.845544663698,16448.93827957357,14475.063259336177,18531.32779984327,0.5001360895464363,0.9542447933607626
2015-01-05 10:00:00,19038.0,16806.004942948002,14865.476533891191,18756.175830536686,16805.888730944538,14865.360321887729,18756.05961853322,0.5000305698009783,0.9292715097656982
2015-01-05 11:00:00,18936.0,16994.048546043756,14964.496685045806,18710.77694780987,16994.77395394391,14965.222092945962,18711.502355710025,0.49981048943542555,0.9080150316371796
2015-01-05 12:00:00,18840.0,17131.188157073942,15243.367675246189,19192.145444805938,17131.460652778147,15243.640170950395,19192.417940510142,0.4999282102971336,0.8663213090267649
2015-01-05 13:00:00,18546.0,17274.284986265448,15208.02859493374,19189.244536642942,17273.10502245073,15206.84863111902,19188.064572828225,0.5003096110383313,0.7935294611673611
2015-01-05 14:00:00,18317.0,17397.301527818858,15430.196948495688,19478.82504359244,17397.486425946758,15430.38184662359,19479.00994172034,0.4999512405814167,0.7197982160236084
2015-01-05 15:00:00,18149.0,17457.272366946607,15498.13023141559,19359.569132610002,17456.765816027426,15497.62368049641,19359.06258169082,0.5001319862117986,0.6769358055476822
2015-01-05 16:00:00,18176.0,17473.46127280726,15358.516705950331,19446.50718769016,17472.91240300031,15357.967836143382,19445.95831788321,0.5001447359748412,0.6702053558113452
2015-01-05 17:00:00,18576.0,17532.061097038106,15592.316407115633,19423.76582338948,17531.127733742716,15591.383043820244,19422.83246009409,0.5002440609108499,0.7575233093805546
2015-01-05 18:00:00,19702.0,17703.499350679635,15865.520542038194,19599.047993649034,17702.971639519612,15864.992830878171,19598.52028248901,0.5001384315518989,0.9149667638918038
2015-01-05 19:00:00,20225.0,17949.194948566554,16019.245217271973,19987.65306199797,17948.85997697396,16018.910245679379,19987.318090405377,0.5000877108365727,0.9292042273937253
2015-01-05 20:00:00,20189.0,18111.60663671562,16117.512455454616,19989.951895824983,18111.374663039154,16117.280481778149,19989.719922148517,0.5000609877864821,0.9154330448669941
2015-01-05 21:00:00,19953.0,18008.0241576535,15971.396097184093,19912.842458542877,18008.303099182485,15971.675038713076,19913.12140007186,0.4999268977212876,0.8970299541136618
2015-01-05 22:00:00,19329.0,17554.495996226375,15652.45048729936,19592.71095529507,17554.691837020084,15652.64632809307,19592.90679608878,0.4999486571528276,0.8758110954232653
2015-01-05 23:00:00,18736.0,16820.40703624265,14868.225645330096,18748.253855195486,16820.505030315944,14868.323639403392,18748.35184926878,0.49997441947835275,0.8971394579434862
2015-01-06 00:00:00,17962.0,15978.528217651823,14086.037659176693,17947.320417119117,15978.578067038106,14086.087508562976,17947.3702665054,0.4999869550602531,0.9060170116889632
2015-01-06 01:00:00,17575.0,15205.623709258965,13255.42122782968,17133.80185962723,15205.565604777948,13255.363123348663,17133.743755146214,0.5000152374907503,0.9413079342887414
2015-01-06 02:00:00,17239.0,14619.37393607299,12592.831355902284,16612.866750749577,14618.881386415142,12592.338806244436,16612.374201091727,0.5001287596864755,0.9525627727115764
2015-01-06 03:00:00,17119.0,14285.341845127321,12408.572673597471,16237.776704047448,14285.05887618259,12408.28970465274,16237.493735102717,0.5000743557198374,0.971068069757634
2015-01-06 04:00:00,17084.0,14251.899356273218,12257.125076458775,16267.29528591786,14252.098604826322,12257.32432501188,16267.494534470965,0.4999477477913323,0.9648628931635322
2015-01-06 05:00:00,17277.0,14550.073658705744,12682.574333388307,16629.988575690983,14549.827299780327,12682.32797446289,16629.742216765568,0.5000643784790744,0.9616885244484875
2015-01-06 06:00:00,17979.0,15147.399194530577,13159.697622627806,17067.5697306877,15147.794997706082,13160.09342580331,17067.965533863207,0.4998958738546475,0.9683583711186001
2015-01-06 07:00:00,18997.0,15910.934384959492,14099.457369750511,17864.964322785567,15910.96093460341,14099.48391939443,17864.990872429487,0.4999930424523243,0.982162892471591
2015-01-06 08:00:00,19617.0,16640.61026584387,14696.313213256137,18619.789767685503,16639.44474854289,14695.14769595516,18618.624250384524,0.5003054652269426,0.9740761686127277
2015-01-06 09:00:00,19528.0,17168.822068390975,15084.44591300353,19194.127325202826,17168.03227331506,15083.656117927616,19193.33753012691,0.5002069241034887,0.9294029595811858
2015-01-06 10:00:00,19206.0,17450.56984822841,15364.547951963385,19332.397896700924,17450.25608520423,15364.234188939205,19332.084133676744,0.5000821751725254,0.8715925072083577
2015-01-06 11:00:00,18935.0,17566.15967412561,15459.4667572626,19518.990073219797,17566.467397567892,15459.774480704882,19519.29779666208,0.4999192872791695,0.8062771431336646
2015-01-06 12:00:00,18639.0,17633.661915547964,15526.216324149851,19528.649026724586,17632.73426584513,15525.288674447018,19527.721377021753,0.5002436085720603,0.7401489739280613
2015-01-06 13:00:00,18542.0,17710.36298334707,15789.970278068855,19738.191225216124,17709.444174737288,15789.051469459075,19737.27241660634,0.5002398714395827,0.7053606210229122
2015-01-06 14:00:00,18355.0,17770.603670246885,15823.897432680105,19760.272393190695,17770.489145878608,15823.78290831183,19760.157868822418,0.5000300521245987,0.6482201472907119
2015-01-06 15:00:00,18112.0,17771.747471533443,15817.434930107735,19676.202069065857,17771.694240310975,15817.381698885267,19676.14883784339,0.5000139309677911,0.589401400921993
2015-01-06 16:00:00,17979.0,17733.335781109272,15721.831172414837,19700.90400077279,17732.920358478477,15721.415749784044,19700.488578141994,0.5001091583110852,0.5628675676837372
2015-01-06 17:00:00,18429.0,17741.786494072985,15683.893424821483,19675.506290503217,17742.339536978157,15684.446467726653,19676.05933340839,0.49985467139539874,0.6704930497141992
2015-01-06 18:00:00,19476.0,17867.698893359186,15784.770613089979,19734.333851329106,17866.30554143977,15783.377261170563,19732.94049940969,0.5003657164087727,0.8516927257570307
2015-01-06 19:00:00,20085.0,18072.610306787763,15979.72369243391,19914.310433108007,18071.847538580747,15978.960924226894,19913.54766490099,0.5002010085179784,0.9050590579187633
2015-01-06 20:00:00,20061.0,18199.0450401831,16177.84718934785,20191.683619812524,18198.402952707464,16177.205101872214,20191.041532336887,0.5001694556884567,0.8827767876979227
2015-01-06 21:00:00,19860.0,18064.3066247807,16050.943293425053,19905.681484350738,18064.63425398714,16051.270922631493,19906.00911355718,0.4999140748727743,0.8837605041442949
2015-01-06 22:00:00,19425.0,17584.40719792092,15573.42544104507,19460.55450550165,17583.540280970796,15572.558524094948,19459.687588551526,0.50022679863124,0.88756003379086
2015-01-06 23:00:00,18629.0,16828.647317712817,15030.599912918893,18828.67038288798,16828.720424899322,15030.673020105398,18828.743490074485,0.499980857822591,0.8878086180498957
2015-01-07 00:00:00,17955.0,15969.668265479595,13982.770373628106,17925.441227714247,15968.676441875203,13981.778550023713,17924.449404109855,0.5002598245279547,0.9015875463731777
2015-01-07 01:00:00,17370.0,15184.06231008241,13272.270827607437,17201.80234787841,15183.237392221497,13271.445909746524,17200.977430017498,0.5002163339306321,0.9230390792102654
2015-01-07 02:00:00,17033.0,14589.29922705269,12834.663362346786,16585.70937521024,14589.545209249787,12834.909344543883,16585.955357407336,0.49993542048873657,0.9525194869336773
2015-01-07 03:00:00,17025.0,14250.696406284356,12257.88855952884,16120.666478644742,14250.463536599369,12257.655689843852,16120.433608959755,0.5000612460703253,0.9671788259398575
2015-01-07 04:00:00,17131.0,14216.349440945492,12298.850184561203,16277.02584994431,14216.109999131259,12298.610742746969,16276.786408130076,0.500062752301851,0.9698014399178116
2015-01-07 05:00:00,17485.0,14516.982801730956,12593.06351208261,16458.223904524715,14516.44154256474,12592.522252916395,16457.682645358498,0.500142032854798,0.9754763762462457
2015-01-07 06:00:00,18365.0,15119.806378993058,13115.66551518251,17160.068143049764,15119.24774144794,13115.106877637392,17159.509505504648,0.5001462861261519,0.9801382060431659
2015-01-07 07:00:00,19588.0,15891.536888173483,13829.27376237292,17943.076555581687,15890.703211131222,13828.44008533066,17942.242878539426,0.5002189072082345,0.9893628236120975
2015-01-07 08:00:00,20596.0,16631.751244451043,14577.874189643086,18510.21209186669,16630.70168010557,14576.824625297613,18509.162527521217,0.5002762191463902,0.9951155320730082
2015-01-07 09:00:00,20716.0,17172.482882127406,15235.179310971553,19060.963394428672,17172.487312047913,15235.183740892062,19060.96782434918,0.49999883705617587,0.9912016525423853
2015-01-07 10:00:00,20663.0,17468.36706150843,15619.029530430644,19332.152338755004,17469.163367393347,15619.82583631556,19332.94864463992,0.49979104933056573,0.9862799237297364
2015-01-07 11:00:00,20654.0,17599.3466178467,15653.53111276638,19498.258269140253,17598.9562002639,15653.140695183583,19497.867851557454,0.5001025222546325,0.9791447572280368
2015-01-07 12:00:00,20526.0,17683.134634833208,15780.25062272329,19699.796830079966,17683.161320857587,15780.277308747669,19699.823516104345,0.4999929809759488,0.9684886135549282
2015-01-07 13:00:00,20447.0,17776.67034501907,15676.200710221214,19777.848435714222,17776.14868648585,15675.679051687994,19777.326777181002,0.500135956049772,0.9524094178953688
2015-01-07 14:00:00,20401.0,17853.961355036037,15971.464547702217,19768.974826046087,17854.570424205336,15972.073616871516,19769.583895215386,0.4998409545266442,0.9572024642694643
2015-01-07 15:00:00,20312.0,17872.0555316255,15750.302863550762,19782.765074190775,17871.815346210795,15750.062678136053,19782.524888776068,0.5000632594546794,0.9395337172928905
2015-01-07 16:00:00,20421.0,17850.199403929648,15740.399077157877,19818.25820572124,17850.125786957666,15740.325460185895,19818.184588749256,0.5000191981910409,0.9469371133992532
2015-01-07 17:00:00,20998.0,17874.539579229255,15889.22607501526,19916.82315927631,17873.96316493985,15888.649660725854,19916.246744986907,0.500151742769457,0.9765788856751588
2015-01-07 18:00:00,22085.0,18015.430020925633,16168.757558244813,20107.508012346414,18014.88662857631,16168.21416589549,20106.964619997092,0.5001428708175314,0.9959543089950765
2015-01-07 19:00:00,22778.0,18234.190652833306,16220.345199556,20122.32386701359,18234.912476910453,16221.067023633148,20123.045691090738,0.4998104095311822,0.9985807364680828
2015-01-07 20:00:00,22816.0,18373.157779059355,16477.53280734952,20357.309563062317,18373.578804052635,16477.9538323428,20357.730588055598,0.49988987713687,0.9983327020777037
